% NYC Restaurant Review Dataset
@RELATION nyc_restaurant_review

@ATTRIBUTE count_of_food_adjectives_in_dish_name NUMERIC
@ATTRIBUTE count_of_food_ingredients_in_dish_name NUMERIC
@ATTRIBUTE count_of_food_adjectives_in_context NUMERIC
@ATTRIBUTE count_of_food_ingredients_in_context NUMERIC
@ATTRIBUTE has_price_mention {true, false}
@ATTRIBUTE price_distance INTEGER
@ATTRIBUTE has_meal_name_mentioned {true, false}
@ATTRIBUTE has_dish_quantity_mention {true, false}
@ATTRIBUTE meal_name_context_feature NUMERIC
@ATTRIBUTE dish_quantity_context_feature NUMERIC
@ATTRIBUTE country_context_feature NUMERIC
@ATTRIBUTE comma_distance INTEGER
@ATTRIBUTE semi_colon_distance INTEGER
@ATTRIBUTE dish_name_starts_with_capital {true, false}
@ATTRIBUTE count_capital_letters INTEGER
@ATTRIBUTE count_commas NUMERIC
@ATTRIBUTE count_semicolons NUMERIC
@ATTRIBUTE dish_name STRING
@ATTRIBUTE file_name STRING
@ATTRIBUTE class_label {positive, negative}

@DATA
0,1,0,0,false,-1,true,false,2,0,1,0,-1,false,0,0,0,beef,datasets/Set_J_TEST/review-080.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,steak,datasets/Set_J_TEST/review-080.txt,positive
0,0,0,0,true,1,false,false,0,0,0,4,-1,false,0,0,0,'wetaged filet mignon',datasets/Set_J_TEST/review-080.txt,positive
0,1,0,0,true,1,false,false,0,0,0,5,-1,false,0,0,0,'pork slices',datasets/Set_J_TEST/review-080.txt,positive
0,2,0,0,true,1,false,false,0,0,0,-1,-1,false,0,0,0,'beef short ribs',datasets/Set_J_TEST/review-080.txt,positive
0,0,0,0,true,1,false,false,0,0,0,-1,-1,false,0,0,0,'oxtail soup',datasets/Set_J_TEST/review-080.txt,positive
0,0,0,0,false,-1,true,false,0,0,0,0,-1,false,0,0,0,burger,datasets/Set_J_TEST/review-080.txt,positive
1,1,0,0,true,1,true,false,1,0,0,-1,-1,false,0,0,0,'fried egg',datasets/Set_J_TEST/review-080.txt,positive
0,1,1,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'lamb chops',datasets/Set_J_TEST/review-080.txt,positive
1,0,0,0,true,3,false,false,0,0,0,5,32,false,0,0,0,'plain grilled asparagus',datasets/Set_J_TEST/review-080.txt,positive
0,1,0,0,true,4,false,false,0,0,0,-1,-1,false,0,0,0,'king oyster mushrooms',datasets/Set_J_TEST/review-080.txt,positive
0,0,0,0,false,-1,true,false,0,0,0,96,46,false,0,0,0,'scallion salad',datasets/Set_J_TEST/review-080.txt,positive
2,1,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'crisp steak fries',datasets/Set_J_TEST/review-080.txt,positive
0,0,0,0,true,1,false,false,0,0,0,-1,-1,false,0,0,0,'cochinita pibil',datasets/Set_J_TEST/review-081.txt,positive
0,0,0,0,true,1,false,false,0,0,0,-1,-1,false,0,0,0,'flan soaked in caramel syrup',datasets/Set_J_TEST/review-081.txt,positive
0,1,2,1,false,-1,false,false,0,0,0,102,-1,false,0,0,0,'chocolate mousse',datasets/Set_J_TEST/review-082.txt,positive
1,0,0,0,false,-1,true,false,1,0,0,33,90,false,0,0,0,'chilled roasted leeks',datasets/Set_J_TEST/review-082.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,-1,true,1,0,0,'Chicken soup',datasets/Set_J_TEST/review-082.txt,positive
2,1,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'beefyred roasted veal tenderloin',datasets/Set_J_TEST/review-082.txt,positive
0,2,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'pt of pork and duck',datasets/Set_J_TEST/review-082.txt,positive
0,0,1,0,false,-1,false,false,0,0,1,-1,-1,false,0,0,0,'doublebarreled ravioli',datasets/Set_J_TEST/review-082.txt,positive
1,1,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'poached egg',datasets/Set_J_TEST/review-082.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'oeuf en meurette',datasets/Set_J_TEST/review-082.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,92,-1,false,0,0,0,'poulet rti grandmre',datasets/Set_J_TEST/review-082.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,33,-1,false,0,0,0,'potato tart',datasets/Set_J_TEST/review-082.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,21,-1,false,0,0,0,'pork chop',datasets/Set_J_TEST/review-082.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'duck  lorange for two',datasets/Set_J_TEST/review-082.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'sliced duck breast',datasets/Set_J_TEST/review-082.txt,positive
1,1,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'darkchocolate souffl',datasets/Set_J_TEST/review-082.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,0,-1,true,2,0,0,ParisBrest,datasets/Set_J_TEST/review-082.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,24,-1,false,0,0,0,'caramelized millefeuille',datasets/Set_J_TEST/review-082.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,16,-1,false,0,0,0,'crme frache custard',datasets/Set_J_TEST/review-082.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'crme brle',datasets/Set_J_TEST/review-082.txt,positive
0,0,0,0,false,-1,true,false,2,0,0,-1,-1,true,1,0,0,'Belgian waffles',datasets/Set_J_TEST/review-082.txt,positive
0,1,0,0,false,-1,true,false,0,0,0,38,-1,false,0,0,0,'egg noodles',datasets/Set_J_TEST/review-082.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,18,-1,false,0,0,0,'boeuf bourguignon',datasets/Set_J_TEST/review-082.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,1,0,0,'trout Grenobloise',datasets/Set_J_TEST/review-082.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,kottu,datasets/Set_J_TEST/review-083.txt,positive
1,0,2,0,false,-1,false,false,0,0,0,20,-1,true,1,0,0,'Crispy prawns',datasets/Set_J_TEST/review-083.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,18,0,false,0,0,0,'disks of lentils',datasets/Set_J_TEST/review-083.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,20,false,0,0,0,'ground beef',datasets/Set_J_TEST/review-083.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'salmon cutlets',datasets/Set_J_TEST/review-083.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,true,1,0,0,Calamari,datasets/Set_J_TEST/review-083.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,watalappan,datasets/Set_J_TEST/review-083.txt,positive
1,0,2,1,false,-1,false,true,0,0,0,-1,-1,false,0,0,0,'springtimesweet bowl of minted pea soup',datasets/Set_J_TEST/review-084.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,31,-1,false,0,0,0,bouillabaisse,datasets/Set_J_TEST/review-084.txt,positive
1,1,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'fried zucchini flower',datasets/Set_J_TEST/review-084.txt,positive
0,0,0,1,false,-1,false,true,0,0,0,0,-1,false,0,0,0,'slab of octopus terrine',datasets/Set_J_TEST/review-084.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'sea buckthorn jam',datasets/Set_J_TEST/review-084.txt,positive
0,1,0,0,false,-1,true,false,0,0,0,-1,-1,false,0,0,0,'potato salad with the schnitzel',datasets/Set_J_TEST/review-084.txt,positive
1,1,0,0,false,-1,false,false,0,0,0,26,-1,false,0,0,0,'caramelized milk bread with berries and brownbutter ice cream',datasets/Set_J_TEST/review-084.txt,positive
0,0,0,0,false,-1,true,false,1,0,0,30,-1,false,0,0,0,'flatfooted key lime pie',datasets/Set_J_TEST/review-084.txt,positive
1,0,0,0,false,-1,true,false,1,0,0,-1,-1,false,0,0,0,'poached fruit in a moat of sparkling wine',datasets/Set_J_TEST/review-084.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'several goat cheeses',datasets/Set_J_TEST/review-084.txt,positive
0,1,0,1,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'lamb chop',datasets/Set_J_TEST/review-084.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'branzino fillet',datasets/Set_J_TEST/review-085.txt,positive
0,0,1,0,false,-1,false,true,0,1,0,35,-1,false,0,0,0,branzino,datasets/Set_J_TEST/review-085.txt,positive
0,0,1,0,false,-1,false,true,0,1,0,-1,-1,false,0,0,0,langoustine,datasets/Set_J_TEST/review-085.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'seared sea scallops',datasets/Set_J_TEST/review-085.txt,positive
2,0,0,1,false,-1,false,false,0,0,0,-1,66,true,1,0,0,'Shaved black truffles',datasets/Set_J_TEST/review-085.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'baby octopus',datasets/Set_J_TEST/review-085.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,polenta,datasets/Set_J_TEST/review-085.txt,positive
0,0,0,0,false,-1,true,false,0,0,0,-1,-1,true,1,0,0,Pasta,datasets/Set_J_TEST/review-085.txt,positive
0,0,2,1,false,-1,true,false,1,0,0,0,-1,true,1,0,0,Lasagnetta,datasets/Set_J_TEST/review-085.txt,positive
0,0,2,1,false,-1,true,false,1,0,0,0,-1,false,0,0,0,lasagna,datasets/Set_J_TEST/review-085.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,0,-1,true,1,0,0,'Spaghetti and shaved dried tuna roe',datasets/Set_J_TEST/review-085.txt,positive
0,0,1,0,false,-1,false,true,0,1,0,-1,-1,false,0,0,0,'green tagliolini',datasets/Set_J_TEST/review-085.txt,positive
1,0,1,1,false,-1,true,false,0,0,0,-1,-1,false,0,0,0,'rice in black risotto',datasets/Set_J_TEST/review-085.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,9,-1,false,1,0,0,'chop Milanese',datasets/Set_J_TEST/review-085.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,bomboloni,datasets/Set_J_TEST/review-085.txt,positive
0,0,0,1,false,-1,true,false,2,0,0,0,-1,false,0,0,0,fondente,datasets/Set_J_TEST/review-085.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'panna cotta',datasets/Set_J_TEST/review-085.txt,positive
0,0,0,0,false,-1,true,false,1,0,0,15,-1,false,0,0,0,salad,datasets/Set_J_TEST/review-085.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,4,-1,false,0,0,0,'vibrant tzatziki',datasets/Set_J_TEST/review-086.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'creamy taramosalata',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,true,22,false,false,0,0,0,0,-1,true,1,0,0,'Kefis meatballs',datasets/Set_J_TEST/review-086.txt,positive
0,1,1,0,false,-1,true,false,1,0,0,0,-1,false,0,0,0,'potato salad',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,octopus,datasets/Set_J_TEST/review-086.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,10,-1,false,0,0,0,'fried calamari',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,true,false,1,0,0,14,-1,false,0,0,0,'tubular pasta',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,44,-1,false,0,0,0,'sheeps milk ravioli',datasets/Set_J_TEST/review-086.txt,positive
0,1,0,1,true,86,false,false,0,0,0,0,-1,false,0,0,0,'braised lamb shank',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,30,0,false,0,0,0,'honeyed pastry with orange spoon fruit',datasets/Set_J_TEST/review-086.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,4,-1,false,0,0,0,'chocolate mousse',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,0,true,1,0,0,'Mix of spreads',datasets/Set_J_TEST/review-086.txt,positive
0,1,0,0,false,-1,true,false,0,0,0,-1,0,false,0,0,0,'warm potato salad',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,0,false,0,0,0,meatballs,datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,true,false,0,0,0,-1,0,false,0,0,0,'flat pasta with rabbit',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,true,false,0,0,0,-1,0,false,0,0,0,'tubular pasta with sausage',datasets/Set_J_TEST/review-086.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,-1,0,true,1,0,0,'Kefi mac  cheese',datasets/Set_J_TEST/review-086.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,-1,0,false,0,0,0,'lamb shank',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,0,false,0,0,0,'galaktobouriko with orange spoon fruit',datasets/Set_J_TEST/review-086.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'chocolate mousse with sesame sorbet',datasets/Set_J_TEST/review-086.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,48,-1,false,0,0,0,cacciatore,datasets/Set_J_TEST/review-087.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,20,-1,true,1,0,0,'Bayonne ham',datasets/Set_J_TEST/review-087.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,13,-1,false,0,0,0,'foie gras terrine',datasets/Set_J_TEST/review-087.txt,positive
0,0,0,1,false,-1,false,true,0,1,0,0,-1,false,0,0,0,'tte de cochon',datasets/Set_J_TEST/review-087.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,39,-1,false,0,0,0,'codfish fritters',datasets/Set_J_TEST/review-087.txt,positive
0,1,0,1,false,-1,false,false,0,0,0,92,-1,false,0,0,0,'fish n meat',datasets/Set_J_TEST/review-087.txt,positive
0,0,0,0,false,-1,true,false,0,0,0,-1,-1,false,0,0,0,'peppery wild aruguladish with kumquats mint lemon hazelnuts and a few shavings of dishricotta salata',datasets/Set_J_TEST/review-087.txt,positive
0,1,1,0,false,-1,false,false,0,0,0,15,-1,false,0,0,0,'duck carpaccio',datasets/Set_J_TEST/review-087.txt,positive
0,1,1,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'chicken liver mousse',datasets/Set_J_TEST/review-087.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,-1,true,1,0,0,'Pork belly',datasets/Set_J_TEST/review-087.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'romesco sauce',datasets/Set_J_TEST/review-087.txt,positive
3,1,0,0,false,-1,false,false,0,0,0,25,-1,false,0,0,0,'sweetbread fried crisp',datasets/Set_J_TEST/review-087.txt,positive
0,0,3,1,false,-1,false,false,0,0,0,39,-1,false,0,0,0,'ocean trout',datasets/Set_J_TEST/review-087.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'golden baby chicken',datasets/Set_J_TEST/review-087.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,25,-1,false,0,0,0,'roasted scallop',datasets/Set_J_TEST/review-087.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'braised oxtail',datasets/Set_J_TEST/review-087.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,6,-1,false,0,0,0,'roasted apple napoleon',datasets/Set_J_TEST/review-087.txt,positive
0,0,2,2,false,-1,false,false,0,0,0,53,-1,false,0,0,0,'deconstructed smore',datasets/Set_J_TEST/review-087.txt,positive
2,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'red sausage roasted in dark beer',datasets/Set_J_TEST/review-088.txt,positive
0,0,0,0,false,-1,false,true,0,0,0,0,-1,false,0,0,0,'sourdough rye in slabs',datasets/Set_J_TEST/review-088.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'chuck roast',datasets/Set_J_TEST/review-088.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'red cabbage',datasets/Set_J_TEST/review-088.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,28,-1,true,1,0,0,Muenster,datasets/Set_J_TEST/review-088.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,13,-1,false,0,0,0,'schnitzel with golden crevices',datasets/Set_J_TEST/review-088.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'paprikashy goulash',datasets/Set_J_TEST/review-088.txt,positive
0,1,0,0,false,-1,true,false,0,0,0,-1,-1,false,0,0,0,'potato pancakes',datasets/Set_J_TEST/review-088.txt,positive
0,0,0,0,false,-1,false,true,0,1,0,-1,-1,false,0,0,0,'apple strudel',datasets/Set_J_TEST/review-088.txt,positive
0,2,0,0,false,-1,false,false,0,0,0,42,-1,false,0,0,0,'lamb and chicken',datasets/Set_J_TEST/review-089.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,92,false,0,0,0,lamb,datasets/Set_J_TEST/review-089.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,16,false,0,0,0,chicken,datasets/Set_J_TEST/review-089.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,falafel,datasets/Set_J_TEST/review-089.txt,positive
0,0,0,0,true,137,true,false,0,0,0,0,-1,false,0,0,0,rice,datasets/Set_J_TEST/review-089.txt,positive
0,0,0,0,true,13,true,false,0,0,0,16,-1,true,1,0,0,Sandwiches,datasets/Set_J_TEST/review-089.txt,positive
0,0,1,2,false,-1,true,false,1,0,0,0,-1,false,0,0,0,kufta,datasets/Set_J_TEST/review-089.txt,positive
0,0,1,2,false,-1,true,false,1,0,0,0,-1,false,0,0,0,basbousa,datasets/Set_J_TEST/review-089.txt,positive
0,0,1,2,false,-1,true,false,1,0,0,-1,-1,false,0,0,0,'semolina cake',datasets/Set_J_TEST/review-089.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,22,-1,false,0,0,0,'white sauce',datasets/Set_J_TEST/review-089.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,36,-1,false,0,0,0,steak,datasets/Set_J_TEST/review-090.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,0,-1,false,0,0,0,'meat sushi',datasets/Set_J_TEST/review-090.txt,positive
1,0,1,0,false,-1,true,false,1,0,0,7,-1,true,1,0,0,'Raw tripe with a spicy miso sauce',datasets/Set_J_TEST/review-090.txt,positive
1,0,1,0,false,-1,true,false,1,0,0,0,-1,false,1,0,0,'flashboiled shredded Achilles tendon',datasets/Set_J_TEST/review-090.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,26,-1,true,1,0,0,'Cubed raw liver',datasets/Set_J_TEST/review-090.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,0,46,false,0,0,0,'thin ribeye steak',datasets/Set_J_TEST/review-090.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,33,false,0,0,0,'fingers of meat',datasets/Set_J_TEST/review-090.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,0,false,0,0,0,'meat from the short rib',datasets/Set_J_TEST/review-090.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,-1,0,false,0,0,0,'skirt steak',datasets/Set_J_TEST/review-090.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'smiles of cheek',datasets/Set_J_TEST/review-090.txt,positive
1,1,1,0,false,-1,false,false,0,0,0,0,32,false,0,0,0,sweetbreads,datasets/Set_J_TEST/review-090.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,8,0,false,0,0,0,'sliced tongue',datasets/Set_J_TEST/review-090.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,6,0,false,0,0,0,'accordion files of stomach and intestine',datasets/Set_J_TEST/review-090.txt,positive
0,0,1,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'crimson bits of heart',datasets/Set_J_TEST/review-090.txt,positive
0,0,1,1,false,-1,false,false,0,0,0,3,-1,false,0,0,0,ribeye,datasets/Set_J_TEST/review-090.txt,positive
0,0,1,1,false,-1,false,false,0,0,0,0,-1,false,0,0,0,skirt,datasets/Set_J_TEST/review-090.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,0,41,false,0,0,0,'marinated grilled tongue',datasets/Set_J_TEST/review-090.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'softserve vanilla',datasets/Set_J_TEST/review-090.txt,positive
0,1,0,0,false,-1,true,true,1,0,0,-1,-1,false,0,0,0,'frilly oyster plates',datasets/Set_J_TEST/review-091.txt,positive
0,1,1,0,false,-1,false,false,0,0,1,-1,-1,false,0,0,0,'lamb carpaccio',datasets/Set_J_TEST/review-091.txt,positive
0,0,0,1,false,-1,false,false,0,0,0,0,14,false,0,0,0,crepes,datasets/Set_J_TEST/review-091.txt,positive
0,0,0,1,false,-1,false,false,0,0,0,22,-1,false,0,0,0,bouillabaisse,datasets/Set_J_TEST/review-091.txt,positive
0,1,0,0,false,-1,false,false,0,0,0,39,-1,false,0,0,0,'duck heart kebabs',datasets/Set_J_TEST/review-091.txt,positive
0,0,0,0,false,-1,true,false,0,0,0,0,-1,false,0,0,0,'frise and lardons salad',datasets/Set_J_TEST/review-091.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,71,-1,true,1,0,0,'Baked clams',datasets/Set_J_TEST/review-091.txt,positive
0,0,0,0,false,-1,false,false,0,0,0,40,-1,false,0,0,0,'trout meunire',datasets/Set_J_TEST/review-091.txt,positive
1,0,0,0,false,-1,false,false,0,0,0,-1,-1,false,0,0,0,'fried mollusks',datasets/Set_J_TEST/review-092.txt,positive
0,1,1,0,true,177,false,false,0,0,0,0,-1,false,0,0,0,'potato roll',datasets/Set_J_TEST/review-092.txt,positive
0,0,0,0,true,1,false,false,0,0,0,-1,-1,false,0,0,0,'crab beignets',datasets/Set_J_TEST/review-092.txt,positive
0,0,0,0,true,1,false,false,0,0,0,-1,-1,false,0,0,0,quesadilla,datasets/Set_J_TEST/review-092.txt,positive
0,1,0,0,true,1,false,false,0,0,0,-1,-1,false,0,0,0,'mac and cheese',datasets/Set_J_TEST/review-092.txt,positive
0,0,1,1,true,1,false,false,0,0,0,5,-1,false,0,0,0,pt,datasets/Set_J_TEST/review-092.txt,positive
1,0,0,0,true,32,false,false,0,0,0,10,36,false,0,0,0,'fried clams',datasets/Set_J_TEST/review-092.txt,positive
