% NYC Restaurant Review Dataset
@RELATION nyc_restaurant_review

@ATTRIBUTE count_of_food_adjectives_in_dish_name NUMERIC
@ATTRIBUTE count_of_food_ingredients_in_dish_name NUMERIC
@ATTRIBUTE count_of_food_adjectives_in_context NUMERIC
@ATTRIBUTE count_of_food_ingredients_in_context NUMERIC
@ATTRIBUTE has_price_mention {true, false}
@ATTRIBUTE price_distance INTEGER
@ATTRIBUTE has_meal_name_mentioned {true, false}
@ATTRIBUTE has_dish_quantity_mention {true, false}
@ATTRIBUTE followed_by_comma INTEGER
@ATTRIBUTE dish_name_starts_with_capital {true, false}
@ATTRIBUTE count_capital_letters INTEGER
@ATTRIBUTE count_commas_semicolon NUMERIC
@ATTRIBUTE dish_name STRING
@ATTRIBUTE file_name STRING
@ATTRIBUTE class_label {positive, negative}

@DATA
0,0,0,0,false,-1,false,false,-1,false,0,0,'mashed potatoes',./datasets/Set_I_DEV/review-002.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,broccoli,./datasets/Set_I_DEV/review-002.txt,positive
1,0,0,0,false,-1,false,false,-1,false,0,0,fries,./datasets/Set_I_DEV/review-002.txt,positive
1,0,0,0,false,-1,false,false,-1,false,0,0,'creamed spinach',./datasets/Set_I_DEV/review-002.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'hash browns',./datasets/Set_I_DEV/review-002.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'crab cocktail',./datasets/Set_I_DEV/review-002.txt,positive
1,0,0,0,false,-1,false,false,0,false,0,0,'baked clams',./datasets/Set_I_DEV/review-002.txt,positive
0,1,0,0,false,-1,false,false,-1,false,0,0,cheesecake,./datasets/Set_I_DEV/review-002.txt,positive
0,1,0,0,false,-1,false,false,5,false,0,0,shrimp,./datasets/Set_I_DEV/review-003.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,ssamjang,./datasets/Set_I_DEV/review-003.txt,positive
0,0,0,0,true,1,false,false,5,false,0,0,'wilting arugula',./datasets/Set_I_DEV/review-003.txt,positive
0,0,0,0,true,1,true,false,32,false,0,0,'beet salad',./datasets/Set_I_DEV/review-003.txt,positive
0,1,2,0,true,147,false,false,0,true,1,0,Oysters,./datasets/Set_I_DEV/review-003.txt,positive
0,0,0,0,true,82,false,false,0,false,0,0,yakamein,./datasets/Set_I_DEV/review-003.txt,positive
0,0,0,0,true,1,false,false,-1,true,1,0,'Malaysian laksa',./datasets/Set_I_DEV/review-003.txt,positive
0,1,0,1,true,1,false,false,4,false,0,0,'shrimp ceviche',./datasets/Set_I_DEV/review-003.txt,positive
0,0,0,0,true,1,false,false,-1,false,0,0,'kamado grill',./datasets/Set_I_DEV/review-003.txt,positive
0,0,2,0,true,1,false,false,4,true,1,0,'Brisket jerky',./datasets/Set_I_DEV/review-003.txt,positive
0,0,0,1,true,1,true,false,4,true,1,0,'Nasi ulam rice',./datasets/Set_I_DEV/review-003.txt,positive
1,0,0,0,false,-1,true,false,-1,false,0,0,'red curry grilled duck',./datasets/Set_I_DEV/review-004.txt,positive
0,1,0,0,true,1,false,false,5,false,0,0,'chicken laab',./datasets/Set_I_DEV/review-004.txt,positive
0,0,0,0,true,1,true,false,-1,false,0,0,'papaya salad',./datasets/Set_I_DEV/review-004.txt,positive
0,0,0,0,true,1,true,false,5,true,1,0,'Khao soi',./datasets/Set_I_DEV/review-004.txt,positive
0,0,0,0,true,20,false,false,30,true,1,0,'Pad thai',./datasets/Set_I_DEV/review-004.txt,positive
0,0,0,0,true,1,false,false,-1,false,0,0,lobster,./datasets/Set_I_DEV/review-004.txt,positive
0,0,0,0,true,1,true,false,-1,false,0,0,'rice noodles',./datasets/Set_I_DEV/review-004.txt,positive
0,0,1,0,true,1,false,false,5,false,0,0,'massaman curry',./datasets/Set_I_DEV/review-004.txt,positive
0,1,0,0,true,1,false,false,-1,false,0,0,'chicken soup',./datasets/Set_I_DEV/review-004.txt,positive
0,0,0,0,true,1,false,false,4,false,0,0,'corn chowder',./datasets/Set_I_DEV/review-004.txt,positive
0,0,0,0,true,60,false,false,0,false,0,0,'hot dog',./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,91,false,false,0,false,0,0,sausage,./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,1,false,false,-1,false,0,0,'brisket dog',./datasets/Set_I_DEV/review-005.txt,positive
0,0,1,0,true,1,false,false,-1,true,1,0,'Cheddar bratwurst',./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,1,true,false,-1,true,1,0,'Cuban sandwich',./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,1,false,false,19,false,0,0,tacos,./datasets/Set_I_DEV/review-005.txt,positive
0,0,1,1,false,-1,false,false,44,false,0,0,tortillas,./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,1,false,false,-1,true,1,0,'Calexicos nachos',./datasets/Set_I_DEV/review-005.txt,positive
0,1,0,0,true,1,false,false,-1,false,0,0,'chicken wings',./datasets/Set_I_DEV/review-005.txt,positive
0,1,1,0,false,-1,false,false,0,true,3,0,'Chicken McNuggets',./datasets/Set_I_DEV/review-005.txt,positive
0,1,0,0,true,238,true,false,83,true,1,0,'Chicken meatballs',./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,1,true,false,-1,false,0,0,brioche,./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,8,false,false,6,false,0,0,gnudi,./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,1,false,false,-1,false,0,0,'banh mi roll',./datasets/Set_I_DEV/review-005.txt,positive
0,1,0,0,true,1,false,false,-1,false,0,0,'mac and cheese',./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,1,false,false,-1,false,0,0,'pretzels and toffee',./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,true,1,false,false,-1,false,0,0,'potato chips',./datasets/Set_I_DEV/review-005.txt,positive
0,0,2,0,true,1,true,false,44,true,2,0,'Rice Krispies treat',./datasets/Set_I_DEV/review-005.txt,positive
1,1,0,0,true,1,false,false,-1,false,0,0,'dark chocolate and caramel bar',./datasets/Set_I_DEV/review-005.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'hand roll',./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,true,false,-1,false,0,0,'rice and ume',./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,sushi,./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,1,false,-1,false,false,11,false,0,0,nigiri,./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,72,false,0,0,mackerel,./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,28,false,0,0,ikura,./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,27,false,0,0,'salmon roe',./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'kani miso',./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,1,false,-1,false,false,0,false,0,0,nikiri,./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,0,true,1,0,Edomae,./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,44,false,0,0,hamachi,./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'tuna roll',./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,uni,./datasets/Set_I_DEV/review-006.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'sea urchin',./datasets/Set_I_DEV/review-006.txt,positive
1,1,0,0,false,-1,false,false,56,false,0,0,'roasted chicken breast',./datasets/Set_I_DEV/review-007.txt,positive
0,0,0,0,false,-1,false,false,17,false,0,0,'celery root pure',./datasets/Set_I_DEV/review-007.txt,positive
0,1,0,0,false,-1,false,false,10,false,0,0,'deviled egg',./datasets/Set_I_DEV/review-007.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'mashed potatoes',./datasets/Set_I_DEV/review-007.txt,positive
0,0,0,0,false,-1,true,false,-1,false,0,0,'brown rice noodles',./datasets/Set_I_DEV/review-007.txt,positive
3,0,0,0,false,-1,false,false,126,false,0,0,'pistachios as crunch chopped and cream',./datasets/Set_I_DEV/review-007.txt,positive
0,0,0,0,false,-1,false,false,24,false,0,0,'brussels sprouts',./datasets/Set_I_DEV/review-007.txt,positive
0,0,1,0,false,-1,true,false,0,false,0,0,'chickpea burger',./datasets/Set_I_DEV/review-007.txt,positive
0,0,1,0,false,-1,false,false,-1,false,0,0,umeboshi,./datasets/Set_I_DEV/review-007.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'damp salmon cakes',./datasets/Set_I_DEV/review-007.txt,positive
0,1,0,0,false,-1,true,false,-1,false,0,0,'chicken sandwich',./datasets/Set_I_DEV/review-007.txt,positive
0,1,0,0,false,-1,false,false,-1,false,0,0,zucchini,./datasets/Set_I_DEV/review-007.txt,positive
0,1,0,0,true,8,false,false,11,false,0,0,'chicken breast',./datasets/Set_I_DEV/review-007.txt,positive
0,1,0,0,false,-1,false,false,-1,false,0,0,'chocolate shortcake',./datasets/Set_I_DEV/review-007.txt,positive
0,0,0,0,false,-1,false,false,37,false,0,0,bucatini,./datasets/Set_I_DEV/review-008.txt,positive
0,1,0,0,false,-1,false,false,-1,false,0,0,'chicken livers',./datasets/Set_I_DEV/review-008.txt,positive
0,0,1,0,false,-1,false,false,-1,false,0,0,spaghettini,./datasets/Set_I_DEV/review-008.txt,positive
1,0,0,0,false,-1,false,false,0,false,0,0,'deepfried henofthewoods mushroom',./datasets/Set_I_DEV/review-008.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,burrata,./datasets/Set_I_DEV/review-008.txt,positive
1,0,0,0,false,-1,false,false,-1,false,0,0,'grilled branzino',./datasets/Set_I_DEV/review-008.txt,positive
0,0,1,0,false,-1,false,false,53,false,0,0,'al dente farro spaghetti',./datasets/Set_I_DEV/review-008.txt,positive
0,0,2,0,false,-1,true,false,-1,false,0,0,'grated radish',./datasets/Set_I_DEV/review-008.txt,positive
0,0,0,0,false,-1,true,false,0,false,0,0,gochujang,./datasets/Set_I_DEV/review-009.txt,positive
0,0,0,0,false,-1,true,false,26,true,1,0,'Korean fermented soybean',./datasets/Set_I_DEV/review-009.txt,positive
0,2,0,0,false,-1,false,false,26,false,0,0,'pork ribs',./datasets/Set_I_DEV/review-009.txt,positive
0,0,0,0,false,-1,false,false,0,true,1,0,'Onion rings',./datasets/Set_I_DEV/review-009.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'grated potatoes',./datasets/Set_I_DEV/review-009.txt,positive
0,0,2,2,false,-1,false,true,0,false,0,0,waffle,./datasets/Set_I_DEV/review-009.txt,positive
0,0,2,2,false,-1,false,true,18,false,0,0,brioche,./datasets/Set_I_DEV/review-009.txt,positive
2,0,2,2,false,-1,false,true,-1,true,1,0,'French toast',./datasets/Set_I_DEV/review-009.txt,positive
0,0,0,1,false,-1,false,false,12,false,0,0,broccoli,./datasets/Set_I_DEV/review-009.txt,positive
0,0,0,0,false,-1,false,false,27,false,0,0,'liver pt',./datasets/Set_I_DEV/review-009.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'grahamflour cake',./datasets/Set_I_DEV/review-009.txt,positive
1,1,0,0,false,-1,false,false,-1,false,0,0,'dark chocolate pudding',./datasets/Set_I_DEV/review-009.txt,positive
0,0,0,0,true,1,false,false,23,false,0,0,'wellcharred patty',./datasets/Set_I_DEV/review-010.txt,positive
0,0,0,0,false,-1,true,false,-1,false,0,0,'hamburger sandwich',./datasets/Set_I_DEV/review-010.txt,positive
1,1,1,0,true,1,true,false,4,false,0,0,'grilled cheese and apple sandwich',./datasets/Set_I_DEV/review-010.txt,positive
0,0,0,0,true,1,false,false,29,false,0,0,'turkey leg',./datasets/Set_I_DEV/review-010.txt,positive
0,0,0,0,true,1,false,false,4,false,0,0,'crosscut marrow bones',./datasets/Set_I_DEV/review-010.txt,positive
0,0,0,0,false,-1,false,false,0,true,1,0,'Danish pancake nuggets',./datasets/Set_I_DEV/review-010.txt,positive
1,1,0,0,true,1,false,false,13,false,0,0,'egg cream',./datasets/Set_I_DEV/review-010.txt,positive
0,0,0,0,false,-1,true,false,0,true,1,0,'Turkey sandwich',./datasets/Set_I_DEV/review-010.txt,positive
0,1,0,0,false,-1,false,false,-1,false,0,0,oysters,./datasets/Set_I_DEV/review-010.txt,positive
0,1,0,0,false,-1,false,false,-1,false,0,0,steak,./datasets/Set_I_DEV/review-011.txt,positive
1,0,0,0,false,-1,false,false,10,true,1,0,'Romanian tenderloin',./datasets/Set_I_DEV/review-011.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'broiled veal chop',./datasets/Set_I_DEV/review-011.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,tuna,./datasets/Set_I_DEV/review-011.txt,positive
1,1,0,0,false,-1,false,false,7,false,0,0,sweetbreads,./datasets/Set_I_DEV/review-011.txt,positive
1,0,0,0,false,-1,false,false,0,false,0,0,'sweetandsour stuffed cabbage',./datasets/Set_I_DEV/review-011.txt,positive
1,0,0,0,false,-1,false,false,19,false,0,0,'chopped liver',./datasets/Set_I_DEV/review-011.txt,positive
0,1,0,0,false,-1,false,false,19,false,0,0,'skirt steaks',./datasets/Set_I_DEV/review-011.txt,positive
0,1,0,0,false,-1,false,false,14,false,0,0,'lamb chops',./datasets/Set_I_DEV/review-011.txt,positive
1,0,0,0,false,-1,false,false,-1,false,0,0,'fried silverdollar potatoes',./datasets/Set_I_DEV/review-011.txt,positive
0,1,0,0,false,-1,true,false,10,true,1,0,'Romanian salad of whipped eggplant with green peppers',./datasets/Set_I_DEV/review-011.txt,positive
0,0,0,0,false,-1,false,false,4,false,0,0,'broiled brains',./datasets/Set_I_DEV/review-011.txt,positive
0,1,0,0,false,-1,false,false,2,false,0,0,'the mush steak',./datasets/Set_I_DEV/review-011.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'the pitcha',./datasets/Set_I_DEV/review-011.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'seasoned gelatin',./datasets/Set_I_DEV/review-011.txt,positive
1,1,0,0,false,-1,false,false,-1,false,0,0,'baked unborn eggs',./datasets/Set_I_DEV/review-011.txt,positive
0,0,1,0,false,-1,false,false,0,true,1,0,Gomen,./datasets/Set_I_DEV/review-012.txt,positive
0,0,1,0,false,-1,false,false,0,false,0,0,'misir wot',./datasets/Set_I_DEV/review-012.txt,positive
0,0,0,0,false,-1,false,false,28,true,1,0,Berbere,./datasets/Set_I_DEV/review-012.txt,positive
0,0,1,0,false,-1,false,false,0,false,0,0,'keysir selata',./datasets/Set_I_DEV/review-012.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,injera,./datasets/Set_I_DEV/review-012.txt,positive
0,0,0,0,false,-1,false,false,0,true,1,0,Vimto,./datasets/Set_I_DEV/review-012.txt,positive
0,0,0,0,false,-1,false,false,17,true,1,0,'English pea soup',./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,29,true,1,0,'Japanese snapper',./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,-1,true,1,0,'Fluke with pickled daikon',./datasets/Set_I_DEV/review-013.txt,positive
0,0,1,0,false,-1,false,false,30,false,0,0,scallop,./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,0,true,1,0,'King crab with yuzu marmalade',./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,kumamoto,./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,octopus,./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,true,false,-1,true,1,0,'Langoustine tempura',./datasets/Set_I_DEV/review-013.txt,positive
1,1,0,0,false,-1,false,false,-1,true,1,0,'Fried monkfish liver with sansho',./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,-1,true,1,0,'Lump crab',./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,-1,true,1,0,'Ahi with ginger',./datasets/Set_I_DEV/review-013.txt,positive
0,1,0,0,false,-1,false,false,-1,true,1,0,'Salmon with trout eggs',./datasets/Set_I_DEV/review-013.txt,positive
1,0,0,0,false,-1,false,false,-1,false,0,0,'fried potato chip threaded with sage and a tiny sardine',./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,-1,true,1,0,'Folds of soymilk skin',./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,8,true,1,0,'Sea bass',./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,-1,true,1,0,Rhubarb,./datasets/Set_I_DEV/review-013.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,madai,./datasets/Set_I_DEV/review-013.txt,positive
0,1,0,0,false,-1,true,false,34,false,0,0,lamb,./datasets/Set_I_DEV/review-013.txt,positive
1,1,0,0,false,-1,false,false,28,false,0,0,'roasted pork',./datasets/Set_I_DEV/review-014.txt,positive
0,0,0,1,false,-1,false,false,0,false,0,0,balut,./datasets/Set_I_DEV/review-014.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,meat,./datasets/Set_I_DEV/review-014.txt,positive
1,0,3,1,false,-1,false,false,5,false,0,0,'tilapia fried',./datasets/Set_I_DEV/review-014.txt,positive
0,0,3,1,false,-1,false,false,0,false,0,0,'tuna belly',./datasets/Set_I_DEV/review-014.txt,positive
0,1,3,1,false,-1,false,false,0,false,0,0,'chicken adobo',./datasets/Set_I_DEV/review-014.txt,positive
0,1,0,0,false,-1,false,false,0,false,0,0,pork,./datasets/Set_I_DEV/review-014.txt,positive
1,0,0,0,false,-1,false,false,0,false,0,0,'crispy pata',./datasets/Set_I_DEV/review-014.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,dynamite,./datasets/Set_I_DEV/review-014.txt,positive
1,1,0,0,false,-1,false,false,49,false,0,0,'salted duck egg',./datasets/Set_I_DEV/review-014.txt,positive
0,0,0,0,false,-1,false,false,30,false,0,0,longganisa,./datasets/Set_I_DEV/review-014.txt,positive
0,0,0,0,false,-1,false,false,27,false,0,0,'banana turon',./datasets/Set_I_DEV/review-014.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,rabbit,./datasets/Set_I_DEV/review-015.txt,positive
0,0,2,0,false,-1,false,true,25,true,1,0,'Sea bream',./datasets/Set_I_DEV/review-015.txt,positive
1,1,0,0,false,-1,false,false,-1,false,0,0,'slowroasted lamb shoulder',./datasets/Set_I_DEV/review-015.txt,positive
0,0,1,1,false,-1,false,false,0,false,0,0,malawach,./datasets/Set_I_DEV/review-015.txt,positive
0,1,1,0,false,-1,false,false,0,false,0,0,flatbread,./datasets/Set_I_DEV/review-015.txt,positive
0,1,0,0,false,-1,false,false,35,false,0,0,'lamb and bulgur croquettes',./datasets/Set_I_DEV/review-015.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,kibbeh,./datasets/Set_I_DEV/review-015.txt,positive
1,0,0,0,false,-1,false,false,0,false,0,0,'sweet corn',./datasets/Set_I_DEV/review-015.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,ricotta,./datasets/Set_I_DEV/review-015.txt,positive
0,0,0,0,false,-1,false,true,35,false,0,0,'hummus masabacha',./datasets/Set_I_DEV/review-015.txt,positive
0,0,0,0,false,-1,false,false,99,false,0,0,squid,./datasets/Set_I_DEV/review-015.txt,positive
0,0,0,0,false,-1,true,false,-1,false,0,0,'basmati rice',./datasets/Set_I_DEV/review-015.txt,positive
1,0,0,0,false,-1,false,false,-1,false,0,0,'peach and grilled tomato',./datasets/Set_I_DEV/review-015.txt,positive
0,0,1,1,false,-1,false,false,0,true,1,0,Pepquios,./datasets/Set_I_DEV/review-015.txt,positive
0,0,0,0,false,-1,false,false,13,false,0,0,'panna cotta',./datasets/Set_I_DEV/review-015.txt,positive
0,0,0,0,false,-1,true,false,0,false,0,0,'veal entrails',./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,20,false,0,0,kuchmachi,./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'adjaruli khachapuri',./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,imeruli,./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,nadughi,./datasets/Set_I_DEV/review-016.txt,positive
0,1,0,0,false,-1,false,false,0,false,0,0,'cheesestuffed mushrooms',./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,elarji,./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,true,false,0,true,1,0,Khmelisuneli,./datasets/Set_I_DEV/review-016.txt,positive
0,0,2,0,false,-1,false,false,0,false,0,0,mtsvadi,./datasets/Set_I_DEV/review-016.txt,positive
0,1,0,0,false,-1,false,false,23,true,1,0,Lamb,./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,58,true,1,0,Khinkali,./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,22,false,0,0,'sturgeon submerged in a watery walnut sauce',./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,ghomi,./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,elarji,./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'apple and lemon meringue',./datasets/Set_I_DEV/review-016.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'shiso chimichurri',./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,true,false,0,false,0,0,'soy cooked with mirin',./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,true,false,21,false,0,0,chimichurri,./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'fillets of ayu',./datasets/Set_I_DEV/review-017.txt,positive
1,0,1,0,false,-1,true,true,63,false,0,0,'ham deepfried',./datasets/Set_I_DEV/review-017.txt,positive
0,0,1,0,false,-1,true,true,0,true,1,0,'Nobu classic',./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'grape tomato halves',./datasets/Set_I_DEV/review-017.txt,positive
0,2,0,0,false,-1,false,false,-1,false,0,0,'goat cheese white chocolate and wasabi',./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,27,false,0,0,sashimi,./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,59,false,0,0,sushi,./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'soba noodles',./datasets/Set_I_DEV/review-017.txt,positive
1,1,0,0,false,-1,false,false,-1,false,0,0,'sageroasted chicken',./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'short rib braised in red wine',./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'cured and raw crudi',./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,62,false,0,0,'bay scallops',./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,pastas,./datasets/Set_I_DEV/review-017.txt,positive
0,0,0,0,true,4,false,false,-1,true,1,0,Tacos,./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'beef tongue',./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,'soft corn tortillas',./datasets/Set_I_DEV/review-018.txt,positive
0,0,2,0,false,-1,false,false,0,false,0,0,'tacos with rajas',./datasets/Set_I_DEV/review-018.txt,positive
0,1,0,0,false,-1,false,false,-1,true,1,0,'Shrimp in chipotle sauce',./datasets/Set_I_DEV/review-018.txt,positive
0,0,1,1,false,-1,true,false,43,true,1,0,'Pescado zarandeado',./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,0,false,0,0,quesadillas,./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,gorditas,./datasets/Set_I_DEV/review-018.txt,positive
1,0,0,1,true,91,false,false,23,true,1,0,'Black beans',./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,1,true,1,false,false,-1,false,0,0,'enchiladas suizas',./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,true,39,false,true,0,false,0,0,'sopa de verdura',./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'torta ahogada',./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,-1,true,1,0,Tacos,./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,gorditas,./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,quesadillas,./datasets/Set_I_DEV/review-018.txt,positive
0,0,0,0,false,-1,false,false,-1,false,0,0,'torta ahogada',./datasets/Set_I_DEV/review-018.txt,positive
0,1,0,0,false,-1,false,false,-1,false,0,0,'fish pibil',./datasets/Set_I_DEV/review-018.txt,positive
